Free Agents  Season   Projections Standard Categories
Avail,Player,AB,R,H,1B,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,Rank,
W ,Nicky Lopez 3B | COL ,188,25,53,37,8,5,3,18,19,38,3,2,.282,.355,.425,424
W ,"Vidal Brujan 3B,SS | NYM ",188,26,47,31,11,1,4,19,20,42,3,2,.250,.327,.383,431
W ,Jeferson Quero C | MIL,162,21,40,26,8,0,6,23,14,41,1,0,.247,.313,.407,436
W ,Drew Millas C | WAS ,160,19,42,28,9,1,4,20,12,38,3,1,.263,.320,.406,441
W ,Brett Sullivan C | COL ,154,19,38,25,7,0,6,22,13,44,1,0,.247,.311,.409,445
W ,"DaShawn Keirsey LF,CF,RF | ATL ",131,16,30,19,5,1,5,16,10,35,6,1,.229,.292,.397,452
W ,Kyle McCann C | COL ,155,17,38,26,7,0,5,21,13,50,1,0,.245,.310,.387,460
W ,Hayden Senger C | NYM,161,20,36,24,7,0,5,21,14,43,1,0,.224,.287,.360,465
W ,Adael Amador 2B | COL,156,17,38,25,9,1,3,18,14,37,3,2,.244,.308,.372,467
W ,Jose Escobar SS | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,9999
W ,Luis Rodriguez LF | LAD,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,9999
W ,Nick Ward 2B | ATL,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,9999
W ,Josue Huma 3B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,9999
W ,Tayden Hall C | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,9999
W ,Justin Lopez SS | SD ,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,9999
